ID,Main Artist,Featuring,Song,Key,BPM,Duration,Genre,Language,Country,Year Released,Arrangement,Piano?,Guitar solo?,Classic?,Main Artist_normalized,Featuring_normalized,Song_normalized,Genre_normalized,Language_normalized,Country_normalized,Arrangement_normalized,Key_normalized,BPM Range,Year Range
125.0,Monsieur Periné,,Bailar Contigo,C#m,101,3:29,"['Latin Pop', 'Swing']",['Spanish'],['Colombia'],2015,[],,,,monsieur perine,,bailar contigo,"['latin pop', 'swing']",['spanish'],['colombia'],[],c#m,100.0,2010.0
126.0,Jaci Velasquez,,Manantial De Caricias,Db,108,4:12,"['Latin Pop', 'Christian']",['Spanish'],['USA'],1999,[],,,,jaci velasquez,,manantial de caricias,"['latin pop', 'christian']",['spanish'],['usa'],[],db,100.0,1990.0
127.0,Los Ilegales,,La Ladrona,Bb,99,3:09,['Merengue'],['Spanish'],['Dominican Republic'],1997,[],,,,los ilegales,,la ladrona,['merengue'],['spanish'],['dominican republic'],[],bb,90.0,1990.0
128.0,A.Cinco,,Todo Lo Que Siente Mi Corazon,G,88,3:21,['Latin Pop'],['Spanish'],['Venezuela'],2016,[],,,,a.cinco,,todo lo que siente mi corazon,['latin pop'],['spanish'],['venezuela'],[],g,80.0,2010.0
129.0,Bacilos,,Elena,B,158,3:17,"['Latin Pop', 'Rock']",['Spanish'],['USA'],2004,[],,,,bacilos,,elena,"['latin pop', 'rock']",['spanish'],['usa'],[],b,150.0,2000.0
130.0,Michel Teló,,Ai Se Eu Te Pego,G#m,96,2:45,"['Sertanejo', 'Pop']",['Portuguese'],['Brazil'],2011,[],,,,michel telo,,ai se eu te pego,"['sertanejo', 'pop']",['portuguese'],['brazil'],[],g#m,90.0,2010.0
131.0,Pastrana & Chava Salazar,,Quererte,C,110,3:13,['Latin Pop'],['Spanish'],['Mexico'],2020,[],,,,pastrana & chava salazar,,quererte,['latin pop'],['spanish'],['mexico'],[],c,110.0,2020.0
132.0,Los Rabanes,,No Hay Manera,D,130,3:36,['Rock en Español'],['Spanish'],['Panama'],2000,[],,,,los rabanes,,no hay manera,['rock en espanol'],['spanish'],['panama'],[],d,130.0,2000.0
133.0,Son Dos,,Alejate,G,120,3:27,['Latin Pop'],['Spanish'],['Venezuela'],2001,[],,,,son dos,,alejate,['latin pop'],['spanish'],['venezuela'],[],g,120.0,2000.0
134.0,Son Dos,,Hay una manera de estar juntos,Bb,100,3:07,['Latin Pop'],['Spanish'],['Venezuela'],2001,[],,,,son dos,,hay una manera de estar juntos,['latin pop'],['spanish'],['venezuela'],[],bb,100.0,2000.0
135.0,Son Dos,,Fiesta para dos,D,160,2:56,['Latin Pop'],['Spanish'],['Venezuela'],2001,[],,,,son dos,,fiesta para dos,['latin pop'],['spanish'],['venezuela'],[],d,160.0,2000.0
136.0,Luis Fonsi,,Santiago,A,86,3:20,['Latin Pop'],['Spanish'],['Puerto Rico'],2017,['Faves'],,,,luis fonsi,,santiago,['latin pop'],['spanish'],['puerto rico'],['faves'],a,80.0,2010.0
137.0,Barenaked Ladies,,The Big Bang Theory,G,161,0:20,"['Theme Song', 'Pop Rock']",['English'],['USA'],2007,[],,,,barenaked ladies,,the big bang theory,"['theme song', 'pop rock']",['english'],['usa'],[],g,160.0,2000.0
138.0,Red Hot Chili Peppers,,Under The Bridge,E,85,4:24,['Alternative Rock'],['English'],['USA'],1992,[],,,,red hot chili peppers,,under the bridge,['alternative rock'],['english'],['usa'],[],e,80.0,1990.0
139.0,Red Hot Chili Peppers,,Californication,Am,97,5:18,['Alternative Rock'],['English'],['USA'],1999,['Long song'],,,,red hot chili peppers,,californication,['alternative rock'],['english'],['usa'],['long song'],am,90.0,1990.0
140.0,Red Hot Chili Peppers,,Scar Tissue,Dm,89,3:34,['Alternative Rock'],['English'],['USA'],1999,[],,,,red hot chili peppers,,scar tissue,['alternative rock'],['english'],['usa'],[],dm,80.0,1990.0
141.0,Red Hot Chili Peppers,,Otherside,Am,124,4:12,['Alternative Rock'],['English'],['USA'],1999,[],,,x,red hot chili peppers,,otherside,['alternative rock'],['english'],['usa'],[],am,120.0,1990.0
142.0,Dave Matthews Band,,Crush,C,94,4:27,"['Rock', 'Jazz Fusion']",['English'],['USA'],1998,[],,,,dave matthews band,,crush,"['rock', 'jazz fusion']",['english'],['usa'],[],c,90.0,1990.0
143.0,Dave Matthews Band,,Ants Marching,D,113,4:27,['Rock'],['English'],['USA'],1994,[],,,,dave matthews band,,ants marching,['rock'],['english'],['usa'],[],d,110.0,1990.0
144.0,Dave Matthews Band,,Crash Into Me,E,101,5:10,['Rock'],['English'],['USA'],1996,['Long song'],,,,dave matthews band,,crash into me,['rock'],['english'],['usa'],['long song'],e,100.0,1990.0
145.0,Dave Matthews Band,,The Space Between,A,85,3:56,['Rock'],['English'],['USA'],2001,[],,,,dave matthews band,,the space between,['rock'],['english'],['usa'],[],a,80.0,2000.0
146.0,Dave Matthews Band,,Satellite,Ab,125,4:47,['Rock'],['English'],['USA'],1994,[],,,,dave matthews band,,satellite,['rock'],['english'],['usa'],[],ab,120.0,1990.0
147.0,John Lennon,,Imagine,C,76,3:00,['Rock'],['English'],['UK'],1971,[],,,x,john lennon,,imagine,['rock'],['english'],['uk'],[],c,70.0,1970.0
148.0,Manu Pilas,,Bella Ciao (La Casa de Papel),Am,66,3:03,"['Theme Song', 'Folk']",['Italian'],['Italy'],2017,[],,,,manu pilas,,bella ciao (la casa de papel),"['theme song', 'folk']",['italian'],['italy'],[],am,60.0,2010.0
149.0,The Scrantones,,The Office,G,170,2:23,"['Theme Song', 'Pop Rock']",['English'],['USA'],2005,[],,,,the scrantones,,the office,"['theme song', 'pop rock']",['english'],['usa'],[],g,170.0,2000.0
150.0,Ramin Djawadi,,Game of Thrones,Cm,85,1:46,"['Theme Song', 'Orchestral']",['English'],['USA'],2011,[],,,,ramin djawadi,,game of thrones,"['theme song', 'orchestral']",['english'],['usa'],[],cm,80.0,2010.0
151.0,The Rembrandts,,'I'll Be There For You' (Friends),A,190,0:45,"['Theme Song', 'Pop Rock']",['English'],['USA'],1994,[],,,,the rembrandts,,'i'll be there for you' (friends),"['theme song', 'pop rock']",['english'],['usa'],[],a,190.0,1990.0
152.0,Andrea Aceituno Delgado,,Beauty And the Beast,F,77,2:35,"['Soundtrack', 'Pop']",['English'],['USA'],2024,[],,,,andrea aceituno delgado,,beauty and the beast,"['soundtrack', 'pop']",['english'],['usa'],[],f,70.0,2020.0
153.0,Gilberto Santa Rosa,,Que Alguien Me Diga,Bb,94,4:49,['Salsa'],['Spanish'],['Puerto Rico'],1994,[],,,,gilberto santa rosa,,que alguien me diga,['salsa'],['spanish'],['puerto rico'],[],bb,90.0,1990.0
154.0,Alicia Keys,,Fallin,Em,96,3:01,"['R&B', 'Soul']",['English'],['USA'],2001,[],,,x,alicia keys,,fallin,"['r&b', 'soul']",['english'],['usa'],[],em,90.0,2000.0
155.0,Alicia Keys,,If I Ain't Got You,G,119,3:45,"['R&B', 'Soul']",['English'],['USA'],2003,['Chord progressions'],,,x,alicia keys,,if i ain't got you,"['r&b', 'soul']",['english'],['usa'],['chord progressions'],g,110.0,2000.0
156.0,Sara Bareilles,,Love Song,F,123,5:19,['Pop'],['English'],['USA'],2007,['Long song'],,,,sara bareilles,,love song,['pop'],['english'],['usa'],['long song'],f,120.0,2000.0
157.0,Chino y Nacho,Daddy Yankee,Andas en mi cabeza,A,104,4:05,"['Reggaeton', 'Latin Pop']",['Spanish'],"['Venezuela', 'Puerto Rico']",2016,[],,,,chino y nacho,daddy yankee,andas en mi cabeza,"['reggaeton', 'latin pop']",['spanish'],"['venezuela', 'puerto rico']",[],a,100.0,2010.0
158.0,Kelly Clarkson,,Breakaway,C,80,3:55,['Pop Rock'],['English'],['USA'],2004,[],,,,kelly clarkson,,breakaway,['pop rock'],['english'],['usa'],[],c,80.0,2000.0
159.0,Lewis Capaldi,,Before You Go,Eb,112,3:30,"['Pop', 'Rock']",['English'],['UK'],2019,[],,,,lewis capaldi,,before you go,"['pop', 'rock']",['english'],['uk'],[],eb,110.0,2010.0
160.0,Olivia Rodrigo,,Traitor,Eb,100,3:46,['Pop'],['English'],['USA'],2021,[],,,,olivia rodrigo,,traitor,['pop'],['english'],['usa'],[],eb,100.0,2020.0
161.0,Lifehouse,,You and Me,G,70,3:09,['Alternative Rock'],['English'],['USA'],2005,[],,,,lifehouse,,you and me,['alternative rock'],['english'],['usa'],[],g,70.0,2000.0
162.0,Aterciopelados,,Bolero Falaz,E,112,3:43,['Rock en Español'],['Spanish'],['Colombia'],1995,[],,,,aterciopelados,,bolero falaz,['rock en espanol'],['spanish'],['colombia'],[],e,110.0,1990.0
163.0,Carlos Vives,,Pa' Mayté,Bb,124,3:02,"['Vallenato', 'Latin Pop']",['Spanish'],['Colombia'],1993,[],,,,carlos vives,,pa' mayte,"['vallenato', 'latin pop']",['spanish'],['colombia'],[],bb,120.0,1990.0
164.0,"Mau y Ricky, Manuel Turizo, Camilo",,Desconocidos,Am,87,3:19,"['Latin Pop', 'Reggaeton']",['Spanish'],"['Venezuela', 'Colombia']",2018,[],,,,"mau y ricky, manuel turizo, camilo",,desconocidos,"['latin pop', 'reggaeton']",['spanish'],"['venezuela', 'colombia']",[],am,80.0,2010.0
165.0,Mark Ambor,,Belong Together,D,182,2:27,['Pop'],['English'],['USA'],2021,[],,,,mark ambor,,belong together,['pop'],['english'],['usa'],[],d,180.0,2020.0
166.0,Michelle Chamuel,,Raise Your Glass,G,122,3:17,['Pop'],['English'],['USA'],2013,[],,,x,michelle chamuel,,raise your glass,['pop'],['english'],['usa'],[],g,120.0,2010.0
167.0,The Beatles,,Hey Jude,F,74,7:01,['Rock'],['English'],['UK'],1968,['Long song'],,,x,the beatles,,hey jude,['rock'],['english'],['uk'],['long song'],f,70.0,1960.0
168.0,Aerosmith,,Crazy,A,81,5:38,['Rock'],['English'],['USA'],1994,['Long song'],,,,aerosmith,,crazy,['rock'],['english'],['usa'],['long song'],a,80.0,1990.0
169.0,Aerosmith,,Dream On,Fm,79,4:23,['Rock'],['English'],['USA'],1973,[],,,x,aerosmith,,dream on,['rock'],['english'],['usa'],[],fm,70.0,1970.0
170.0,Aerosmith,,I Don't Want to Miss a Thing,D,61,4:51,"['Rock', 'Power Ballad']",['English'],['USA'],1998,[],,,x,aerosmith,,i don't want to miss a thing,"['rock', 'power ballad']",['english'],['usa'],[],d,60.0,1990.0
171.0,Duina del Mar,,Soy Lo Que Soy,C,85,3:02,['Latin Pop'],['Spanish'],['Colombia'],2013,[],,,,duina del mar,,soy lo que soy,['latin pop'],['spanish'],['colombia'],[],c,80.0,2010.0
172.0,Victor Drija,,Mi Forma De Quererte,E,73,2:33,['Latin Pop'],['Spanish'],['Venezuela'],2014,[],,,,victor drija,,mi forma de quererte,['latin pop'],['spanish'],['venezuela'],[],e,70.0,2010.0
173.0,Panacea Project,,La Hormiguita,A,56,3:20,['Latin'],['Spanish'],['USA'],2022,[],,,,panacea project,,la hormiguita,['latin'],['spanish'],['usa'],[],a,50.0,2020.0
174.0,Jorge Luis Chacin,,Si usted la viera,Bb,95,5:04,['Latin Pop'],['Spanish'],['Venezuela'],2016,['Long song'],,,,jorge luis chacin,,si usted la viera,['latin pop'],['spanish'],['venezuela'],['long song'],bb,90.0,2010.0
175.0,Greeicy,,Los Besos,B,84,3:45,['Latin Pop'],['Spanish'],['Colombia'],2020,[],,,,greeicy,,los besos,['latin pop'],['spanish'],['colombia'],[],b,80.0,2020.0
176.0,Kurt,,Contigo,B,79,2:45,['Latin Pop'],['Spanish'],['Mexico'],2019,[],,,,kurt,,contigo,['latin pop'],['spanish'],['mexico'],[],b,70.0,2010.0
177.0,Pablo Lacadiere,,Contigo Yo Estaré Bien,Ab,103,2:52,['Latin Pop'],['Spanish'],['Argentina'],2017,[],,,,pablo lacadiere,,contigo yo estare bien,['latin pop'],['spanish'],['argentina'],[],ab,100.0,2010.0
178.0,Joshua Bassett,,Anyone Else,B,110,3:16,['Pop'],['English'],['USA'],2020,[],,,,joshua bassett,,anyone else,['pop'],['english'],['usa'],[],b,110.0,2020.0
179.0,Black Guayaba,Diana Fuentes,Te Quiero Tanto,D,130,3:35,"['Latin Rock', 'Pop']",['Spanish'],"['Puerto Rico', 'Cuba']",2020,['Solid song'],,,,black guayaba,diana fuentes,te quiero tanto,"['latin rock', 'pop']",['spanish'],"['puerto rico', 'cuba']",['solid song'],d,130.0,2020.0
180.0,Silvina Moreno,Agarrate Catalina,Esperanza,C,118,3:41,"['Latin Pop', 'Folk']",['Spanish'],"['Argentina', 'Uruguay']",2021,[],,,,silvina moreno,agarrate catalina,esperanza,"['latin pop', 'folk']",['spanish'],"['argentina', 'uruguay']",[],c,110.0,2020.0
181.0,Periko & Jessi Leon,,Chichi,C#m,110,2:54,['Latin Pop'],['Spanish'],"['Peru', 'USA']",2021,[],,,,periko & jessi leon,,chichi,['latin pop'],['spanish'],"['peru', 'usa']",[],c#m,110.0,2020.0
182.0,Fran Sfeir,,Volver a Amarte,A,101,3:06,['Latin Pop'],['Spanish'],['Chile'],2020,[],,,,fran sfeir,,volver a amarte,['latin pop'],['spanish'],['chile'],[],a,100.0,2020.0
183.0,Jandy Feliz,,Parte de ti,B,98,2:59,['Bachata'],['Spanish'],['Dominican Republic'],2020,[],,,,jandy feliz,,parte de ti,['bachata'],['spanish'],['dominican republic'],[],b,90.0,2020.0
184.0,Andrés Almeida,,Unas Por Otras,A,80,3:30,['Latin Pop'],['Spanish'],['Mexico'],2019,[],,,,andres almeida,,unas por otras,['latin pop'],['spanish'],['mexico'],[],a,80.0,2010.0
185.0,Benjamín Amadeo,,10 mil,G,92,3:59,['Latin Pop'],['Spanish'],['Argentina'],2020,[],,,,benjamin amadeo,,10 mil,['latin pop'],['spanish'],['argentina'],[],g,90.0,2020.0
186.0,El Canto del Loco,,Son Sueños,Ab,128,3:49,['Pop Rock'],['Spanish'],['Spain'],2003,[],,,,el canto del loco,,son suenos,['pop rock'],['spanish'],['spain'],[],ab,120.0,2000.0
187.0,El Canto del Loco,Amaia Montero,Puede ser,B,94,2:59,['Pop Rock'],['Spanish'],['Spain'],2004,[],,,,el canto del loco,amaia montero,puede ser,['pop rock'],['spanish'],['spain'],[],b,90.0,2000.0
188.0,Noel Schajris,,Quien Necesita Mirar,Ab,71,4:39,['Latin Pop'],['Spanish'],['Argentina'],2014,[],,,,noel schajris,,quien necesita mirar,['latin pop'],['spanish'],['argentina'],[],ab,70.0,2010.0
189.0,Noel Schajris,,Gracias Por Entrar,C,73,4:29,['Latin Pop'],['Spanish'],['Argentina'],2014,[],,,,noel schajris,,gracias por entrar,['latin pop'],['spanish'],['argentina'],[],c,70.0,2010.0
190.0,La Quinta Estación,,El Sol No Regresa,Eb,128,3:45,['Latin Rock'],['Spanish'],['Spain'],2004,[],,,,la quinta estacion,,el sol no regresa,['latin rock'],['spanish'],['spain'],[],eb,120.0,2000.0
191.0,"Tommy Torres, Izma",,Como Antes,Ab,86,3:52,['Latin Pop'],['Spanish'],['Puerto Rico'],2019,[],,,,"tommy torres, izma",,como antes,['latin pop'],['spanish'],['puerto rico'],[],ab,80.0,2010.0
192.0,Rodolfo Bueso,,Re-inventarnos,G,81,3:03,['Latin Pop'],['Spanish'],['Honduras'],2020,[],,,,rodolfo bueso,,re-inventarnos,['latin pop'],['spanish'],['honduras'],[],g,80.0,2020.0
193.0,Dayanara,,Adictivo,C,86,2:49,['Latin Pop'],['Spanish'],['Ecuador'],2020,[],,,,dayanara,,adictivo,['latin pop'],['spanish'],['ecuador'],[],c,80.0,2020.0
194.0,Claudia Brant,,Quién Te Dijo Eso,G,72,4:07,['Latin Pop'],['Spanish'],['Argentina'],2008,[],,,,claudia brant,,quien te dijo eso,['latin pop'],['spanish'],['argentina'],[],g,70.0,2000.0
195.0,Caibo,,No sé,G,60,4:24,['Latin Pop'],['Spanish'],['Venezuela'],2014,[],,,,caibo,,no se,['latin pop'],['spanish'],['venezuela'],[],g,60.0,2010.0
196.0,Caibo,,Mi recuerdo,G,140,4:13,['Latin Pop'],['Spanish'],['Venezuela'],2015,[],,,,caibo,,mi recuerdo,['latin pop'],['spanish'],['venezuela'],[],g,140.0,2010.0
197.0,Victor Muñoz,,Pa' Decirte Que Te Quiero,C,105,3:04,['Latin Pop'],['Spanish'],['Venezuela'],2015,['Cool intermission'],,,,victor munoz,,pa' decirte que te quiero,['latin pop'],['spanish'],['venezuela'],['cool intermission'],c,100.0,2010.0
198.0,Caibo,,La Playa,F,130,2:58,['Latin Pop'],['Spanish'],['Venezuela'],2012,[],,,,caibo,,la playa,['latin pop'],['spanish'],['venezuela'],[],f,130.0,2010.0
199.0,Ainoa Buitrago & Paula Mattheus,,Cuentas Pendientes,A,100,3:30,['Pop'],['Spanish'],['Spain'],2020,[],,,,ainoa buitrago & paula mattheus,,cuentas pendientes,['pop'],['spanish'],['spain'],[],a,100.0,2020.0
200.0,Bocatabú,,A Contraluz,D,155,3:47,['Latin Rock'],['Spanish'],['Dominican Republic'],2013,[],,,,bocatabu,,a contraluz,['latin rock'],['spanish'],['dominican republic'],[],d,150.0,2010.0
201.0,Ignacio Arocena,,Vaivén,A,97,3:16,['Latin Pop'],['Spanish'],['Uruguay'],2020,[],,,,ignacio arocena,,vaiven,['latin pop'],['spanish'],['uruguay'],[],a,90.0,2020.0
202.0,Victor Martin,,Tiene Que Volver,F#,110,3:33,['Latin Pop'],['Spanish'],['Mexico'],2020,[],,,,victor martin,,tiene que volver,['latin pop'],['spanish'],['mexico'],[],f#,110.0,2020.0
203.0,La Isla Centeno,,Aquí,D,102,3:04,['Indie Pop'],['Spanish'],['Mexico'],2018,[],,,,la isla centeno,,aqui,['indie pop'],['spanish'],['mexico'],[],d,100.0,2010.0
204.0,Lagarto Amarillo,,Dejarse la piel,E,154,3:08,['Pop Rock'],['Spanish'],['Spain'],2014,[],,,,lagarto amarillo,,dejarse la piel,['pop rock'],['spanish'],['spain'],[],e,150.0,2010.0
205.0,Techy Fatule,,Entregarte Todo,B,119,4:05,['Latin Pop'],['Spanish'],['Dominican Republic'],2017,[],,,,techy fatule,,entregarte todo,['latin pop'],['spanish'],['dominican republic'],[],b,110.0,2010.0
206.0,C4 Trío,,Yo Sin Ti No Valgo Nada,G,130,3:41,['Traditional Venezuelan'],['Spanish'],['Venezuela'],2016,[],,,,c4 trio,,yo sin ti no valgo nada,['traditional venezuelan'],['spanish'],['venezuela'],[],g,130.0,2010.0
207.0,Juan Solo,,Extranjera,A,97,3:28,['Latin Pop'],['Spanish'],['Mexico'],2016,[],,,,juan solo,,extranjera,['latin pop'],['spanish'],['mexico'],[],a,90.0,2010.0
208.0,Christian Pagán,,Amigos Con Derecho,Bb,78,3:15,['Latin Pop'],['Spanish'],['Puerto Rico'],2018,[],,,,christian pagan,,amigos con derecho,['latin pop'],['spanish'],['puerto rico'],[],bb,70.0,2010.0
209.0,Periko & Jessi Leon,,Purito y Verdadero,A,98,3:34,['Latin Pop'],['Spanish'],"['Peru', 'USA']",2020,[],,,,periko & jessi leon,,purito y verdadero,['latin pop'],['spanish'],"['peru', 'usa']",[],a,90.0,2020.0
210.0,Juan Miguel,,Como Tú,A,100,3:18,['Latin Pop'],['Spanish'],['Venezuela'],2017,[],,,,juan miguel,,como tu,['latin pop'],['spanish'],['venezuela'],[],a,100.0,2010.0
211.0,Safree,Young Killer,Sin tu voz,G,107,3:29,"['Latin Pop', 'Rap']",['Spanish'],['Spain'],2019,[],,,,safree,young killer,sin tu voz,"['latin pop', 'rap']",['spanish'],['spain'],[],g,100.0,2010.0
212.0,Manel Navarro,,Candle,E,101,3:19,['Pop'],['English'],['Spain'],2020,[],,,,manel navarro,,candle,['pop'],['english'],['spain'],[],e,100.0,2020.0
213.0,Karen Luna,,Estoy Con El,Ab,101,3:29,['Latin Pop'],['Spanish'],['Mexico'],2019,[],,,,karen luna,,estoy con el,['latin pop'],['spanish'],['mexico'],[],ab,100.0,2010.0
214.0,Beatriz Luengo,Jesús Navarro,Más Que Suerte,Ab,80,3:22,"['Pop', 'Latin']",['Spanish'],"['Spain', 'Mexico']",2016,[],,,,beatriz luengo,jesus navarro,mas que suerte,"['pop', 'latin']",['spanish'],"['spain', 'mexico']",[],ab,80.0,2010.0
215.0,Max Pizzolante,,La Aspirina,A,138,4:26,['Latin Pop'],['Spanish'],['Venezuela'],2016,[],,,,max pizzolante,,la aspirina,['latin pop'],['spanish'],['venezuela'],[],a,130.0,2010.0
216.0,Rachel Platten,Diego Torres,Siempre Estaré Ahí,Ab,94,3:34,"['Pop', 'Latin']","['Spanish', 'English']","['USA', 'Argentina']",2017,[],,,,rachel platten,diego torres,siempre estare ahi,"['pop', 'latin']","['spanish', 'english']","['usa', 'argentina']",[],ab,90.0,2010.0
217.0,Marcos Menchaca,,Cada Vez Más,Eb,90,3:00,['Latin Pop'],['Spanish'],['Mexico'],2019,[],,,,marcos menchaca,,cada vez mas,['latin pop'],['spanish'],['mexico'],[],eb,90.0,2010.0
218.0,Marqués,,Por Ti Seré,D,85,3:15,['Pop'],['Spanish'],['Mexico'],2018,[],,,,marques,,por ti sere,['pop'],['spanish'],['mexico'],[],d,80.0,2010.0
219.0,Marqués,,Sé que volverás,Cm,85,3:15,['Pop'],['Spanish'],['Mexico'],2018,[],,,,marques,,se que volveras,['pop'],['spanish'],['mexico'],[],cm,80.0,2010.0
220.0,Marqués,,Eres Lo Que Quiero,A,100,3:33,['Pop'],['Spanish'],['Mexico'],2018,[],,,,marques,,eres lo que quiero,['pop'],['spanish'],['mexico'],[],a,100.0,2010.0
221.0,Consuelo Schuster,,Bachata Rosa,A,124,3:42,"['Bachata', 'Latin Pop']",['Spanish'],['Chile'],2020,[],,,,consuelo schuster,,bachata rosa,"['bachata', 'latin pop']",['spanish'],['chile'],[],a,120.0,2020.0
222.0,Alex Begun,,Sólo Contigo,D,97,2:48,['Latin Pop'],['Spanish'],['Argentina'],2020,[],,,,alex begun,,solo contigo,['latin pop'],['spanish'],['argentina'],[],d,90.0,2020.0
223.0,Julie Zorrilla,,Just a Wish,Ab,78,4:00,['Pop'],['English'],['USA'],2017,[],,,,julie zorrilla,,just a wish,['pop'],['english'],['usa'],[],ab,70.0,2010.0
224.0,Ramon Mirabet,,Happy Days,Bb,125,5:07,['Indie Pop'],['English'],['Spain'],2016,['Long song'],,,,ramon mirabet,,happy days,['indie pop'],['english'],['spain'],['long song'],bb,120.0,2010.0
225.0,Rauw Alejandro,,Todo De Ti,D#m,128,3:19,"['Reggaeton', 'Pop']",['Spanish'],['Puerto Rico'],2021,[],,,,rauw alejandro,,todo de ti,"['reggaeton', 'pop']",['spanish'],['puerto rico'],[],d#m,120.0,2020.0
226.0,"Dvicio, Reik, ChocQuibTown",,Dosis,E,108,3:35,['Latin Pop'],['Spanish'],"['Spain', 'Mexico', 'Colombia']",2019,[],,,,"dvicio, reik, chocquibtown",,dosis,['latin pop'],['spanish'],"['spain', 'mexico', 'colombia']",[],e,100.0,2010.0
227.0,Iskander,,Bésame Bonito,A,120,3:26,['Latin Pop'],['Spanish'],['Mexico'],2016,[],,,,iskander,,besame bonito,['latin pop'],['spanish'],['mexico'],[],a,120.0,2010.0
228.0,Carlos Baute,,Te regalo,F#,100,2:44,['Latin Pop'],['Spanish'],['Venezuela'],2011,[],,,,carlos baute,,te regalo,['latin pop'],['spanish'],['venezuela'],[],f#,100.0,2010.0
229.0,Walk The Moon,,Shut Up and Dance With Me,Db,128,3:16,['New Wave'],['English'],['USA'],2014,[],,,,walk the moon,,shut up and dance with me,['new wave'],['english'],['usa'],[],db,120.0,2010.0
230.0,Cultura Profética,,Rimas Pa' Seducir,B,62,3:05,['Afrikaans Pop'],['Spanish'],['Puerto Rico'],2019,[],,,,cultura profetica,,rimas pa' seducir,['afrikaans pop'],['spanish'],['puerto rico'],[],b,60.0,2010.0
231.0,Appel,,Tameletjie,C,106,3:35,['Afrikaans Pop'],['Afrikaans'],['South Africa'],2017,[],,,,appel,,tameletjie,['afrikaans pop'],['afrikaans'],['south africa'],[],c,100.0,2010.0
232.0,Charlize Berg,,Verspoel My,Ab,90,3:31,['Pop'],['Afrikaans'],['South Africa'],2018,[],,,,charlize berg,,verspoel my,['pop'],['afrikaans'],['south africa'],[],ab,90.0,2010.0
233.0,"Christopher Esqueda, Diego Castro",,De Viaje,Bb,97,3:56,"['Indie Pop', 'Folk']",['Spanish'],['Mexico'],2015,[],,,,"christopher esqueda, diego castro",,de viaje,"['indie pop', 'folk']",['spanish'],['mexico'],[],bb,90.0,2010.0
234.0,Xoel López,,La Espina de la Flor en Tu Costado,Db,133,3:12,['Latin Pop'],['Spanish'],['Spain'],2017,[],,,,xoel lopez,,la espina de la flor en tu costado,['latin pop'],['spanish'],['spain'],[],db,130.0,2010.0
235.0,Juan Fernando Velasco,,Chao Lola,C#m,61,3:48,['Latin Pop'],['Spanish'],['Ecuador'],2013,[],,,,juan fernando velasco,,chao lola,['latin pop'],['spanish'],['ecuador'],[],c#m,60.0,2010.0
236.0,Edgar Oceransky,,Juro,Ab,105,3:19,['Latin Pop'],['Spanish'],['Mexico'],2020,[],,,,edgar oceransky,,juro,['latin pop'],['spanish'],['mexico'],[],ab,100.0,2020.0
237.0,"Beéle, Kany García",,Me Arriesgo Contigo,D,128,2:41,['Indie Folk'],['Spanish'],"['Colombia', 'Puerto Rico']",2016,[],,,,"beele, kany garcia",,me arriesgo contigo,['indie folk'],['spanish'],"['colombia', 'puerto rico']",[],d,120.0,2010.0
238.0,We The Lion,,Spirits,A,118,3:27,['Folk'],['English'],['Peru'],2006,[],,,,we the lion,,spirits,['folk'],['english'],['peru'],[],a,110.0,2000.0
239.0,Simón Díaz,Jeremías,¿Qué vale más?,Em,125,3:32,['Rock'],['Spanish'],['Venezuela'],1975,[],,,,simon diaz,jeremias,que vale mas?,['rock'],['spanish'],['venezuela'],[],em,120.0,1970.0
240.0,Queen,,Bohemian Rhapsody,Bb,71,5:50,['Rock'],['English'],['UK'],1978,['Long song'],,,x,queen,,bohemian rhapsody,['rock'],['english'],['uk'],['long song'],bb,70.0,1970.0
241.0,Queen,,Don’t Stop Me Now,F,157,3:24,['Rock'],['English'],['UK'],1977,[],,,x,queen,,dont stop me now,['rock'],['english'],['uk'],[],f,150.0,1970.0
242.0,Queen,,We Are The Champions,F,63,2:58,['Rock'],['English'],['UK'],1977,[],,,,queen,,we are the champions,['rock'],['english'],['uk'],[],f,60.0,1970.0
243.0,"Manuel Carrasco, Camilo",,Salitre,E,94,3:35,['Pop'],['Spanish'],"['Colombia', 'Spain']",2000,[],,,,"manuel carrasco, camilo",,salitre,['pop'],['spanish'],"['colombia', 'spain']",[],e,90.0,2000.0
244.0,Backstreet Boys,,Shape Of My Heart,D,96,3:48,['Pop'],['English'],['USA'],1999,[],,,,backstreet boys,,shape of my heart,['pop'],['english'],['usa'],[],d,90.0,1990.0
245.0,Backstreet Boys,,No One Else Comes Close,C,113,3:41,['Folk'],['English'],['USA'],2001,[],,,,backstreet boys,,no one else comes close,['folk'],['english'],['usa'],[],c,110.0,2000.0
246.0,Fernando Delgadillo,,A la Pirámide del Sol,E,71,5:57,['Pop'],['Spanish'],['Mexico'],2008,['Long song'],,,,fernando delgadillo,,a la piramide del sol,['pop'],['spanish'],['mexico'],['long song'],e,70.0,2000.0
247.0,Britney Spears,,Circus,F#m,115,3:08,['Rock'],['English'],['USA'],2008,[],,,,britney spears,,circus,['rock'],['english'],['usa'],[],f#m,110.0,2000.0
248.0,Journey,,Don't Stop Believin',E,120,4:05,"['Pop', 'Hip-Hop']",['English'],"['Canada', 'USA']",2013,[],,,x,journey,,don't stop believin',"['pop', 'hip-hop']",['english'],"['canada', 'usa']",[],e,120.0,2010.0
